Subj Ses Group Intake Batch Sex Age InputFile
sub-40 ses-T3 Ctrl Ctrl B3 female 92 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T3/Ctrl/sub-40/sub-40_ses-T3_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-44 ses-T3 Ctrl Ctrl B3 male 91 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T3/Ctrl/sub-44/sub-44_ses-T3_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-46 ses-T3 Ctrl Ctrl B3 male 91 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T3/Ctrl/sub-46/sub-46_ses-T3_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-49 ses-T3 Ctrl Ctrl B3 male 91 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T3/Ctrl/sub-49/sub-49_ses-T3_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-5 ses-T3 Ctrl Ctrl B1 female 90 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T3/Ctrl/sub-5/sub-5_ses-T3_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-70 ses-T3 Ctrl Ctrl B5 female 90 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T3/Ctrl/sub-70/sub-70_ses-T3_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-75 ses-T3 Ctrl Ctrl B5 female 90 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T3/Ctrl/sub-75/sub-75_ses-T3_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-84 ses-T3 Ctrl Ctrl B5 male 90 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T3/Ctrl/sub-84/sub-84_ses-T3_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-87 ses-T3 Ctrl Ctrl B5 male 90 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T3/Ctrl/sub-87/sub-87_ses-T3_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-124 ses-T5 Alc High B6 male 145 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Alc/sub-124/sub-124_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-135 ses-T5 Alc High B6 male 145 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Alc/sub-135/sub-135_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-13 ses-T5 Alc High B1 male 133 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Alc/sub-13/sub-13_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-14 ses-T5 Alc Low B1 male 133 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Alc/sub-14/sub-14_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-19 ses-T5 Alc Low B2 female 132 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Alc/sub-19/sub-19_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-20 ses-T5 Alc Low B2 female 132 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Alc/sub-20/sub-20_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-22 ses-T5 Alc Low B2 female 132 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Alc/sub-22/sub-22_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-24 ses-T5 Alc High B2 female 132 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Alc/sub-24/sub-24_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-29 ses-T5 Alc High B2 male 132 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Alc/sub-29/sub-29_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-30 ses-T5 Alc Low B2 male 132 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Alc/sub-30/sub-30_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-32 ses-T5 Alc Low B2 male 132 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Alc/sub-32/sub-32_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-35 ses-T5 Alc Low B3 female 173 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Alc/sub-35/sub-35_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-36 ses-T5 Alc Low B3 female 173 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Alc/sub-36/sub-36_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-37 ses-T5 Alc Low B3 female 173 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Alc/sub-37/sub-37_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-38 ses-T5 Alc Low B3 female 173 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Alc/sub-38/sub-38_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-41 ses-T5 Alc High B3 male 173 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Alc/sub-41/sub-41_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-42 ses-T5 Alc Low B3 male 173 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Alc/sub-42/sub-42_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-47 ses-T5 Alc Low B3 male 174 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Alc/sub-47/sub-47_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-4 ses-T5 Alc High B1 female 132 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Alc/sub-4/sub-4_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-50 ses-T5 Alc Low B3 male 174 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Alc/sub-50/sub-50_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-51 ses-T5 Alc Low B3 male 174 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Alc/sub-51/sub-51_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-53 ses-T5 Alc High B4 female 142 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Alc/sub-53/sub-53_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-56 ses-T5 Alc Low B4 female 142 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Alc/sub-56/sub-56_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-61 ses-T5 Alc Low B4 male 142 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Alc/sub-61/sub-61_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-67 ses-T5 Alc High B4 male 143 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Alc/sub-67/sub-67_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-69 ses-T5 Alc Low B5 female 145 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Alc/sub-69/sub-69_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-6 ses-T5 Alc Low B1 female 132 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Alc/sub-6/sub-6_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-76 ses-T5 Alc Low B5 female 145 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Alc/sub-76/sub-76_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-77 ses-T5 Alc Low B5 female 145 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Alc/sub-77/sub-77_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-7 ses-T5 Alc Low B1 female 132 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Alc/sub-7/sub-7_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-85 ses-T5 Alc High B5 male 146 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Alc/sub-85/sub-85_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-8 ses-T5 Alc Low B1 female 132 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Alc/sub-8/sub-8_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-9 ses-T5 Alc Low B1 male 132 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Alc/sub-9/sub-9_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-15 ses-T5 Ctrl Ctrl B1 male 133 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Ctrl/sub-15/sub-15_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-21 ses-T5 Ctrl Ctrl B2 female 132 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Ctrl/sub-21/sub-21_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-23 ses-T5 Ctrl Ctrl B2 female 132 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Ctrl/sub-23/sub-23_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-28 ses-T5 Ctrl Ctrl B2 male 132 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Ctrl/sub-28/sub-28_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-31 ses-T5 Ctrl Ctrl B2 male 132 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Ctrl/sub-31/sub-31_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-34 ses-T5 Ctrl Ctrl B3 female 173 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Ctrl/sub-34/sub-34_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-3 ses-T5 Ctrl Ctrl B1 female 132 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Ctrl/sub-3/sub-3_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-40 ses-T5 Ctrl Ctrl B3 female 173 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Ctrl/sub-40/sub-40_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-44 ses-T5 Ctrl Ctrl B3 male 174 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Ctrl/sub-44/sub-44_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-46 ses-T5 Ctrl Ctrl B3 male 174 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Ctrl/sub-46/sub-46_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-49 ses-T5 Ctrl Ctrl B3 male 174 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Ctrl/sub-49/sub-49_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-54 ses-T5 Ctrl Ctrl B4 female 142 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Ctrl/sub-54/sub-54_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-59 ses-T5 Ctrl Ctrl B4 female 142 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Ctrl/sub-59/sub-59_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-5 ses-T5 Ctrl Ctrl B1 female 132 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Ctrl/sub-5/sub-5_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-63 ses-T5 Ctrl Ctrl B4 male 142 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Ctrl/sub-63/sub-63_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-64 ses-T5 Ctrl Ctrl B4 male 142 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Ctrl/sub-64/sub-64_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-70 ses-T5 Ctrl Ctrl B5 female 145 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Ctrl/sub-70/sub-70_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-75 ses-T5 Ctrl Ctrl B5 female 145 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Ctrl/sub-75/sub-75_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-84 ses-T5 Ctrl Ctrl B5 male 145 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Ctrl/sub-84/sub-84_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
sub-87 ses-T5 Ctrl Ctrl B5 male 146 /scratch/m/mchakrav/jrasgado/sudmex_alcohol_rat/analysis/fmri/Seed_based/ses-T5/Ctrl/sub-87/sub-87_ses-T5_task-rest_run-01_bold_RAS_combined_cleaned_right_hypothalamic_region_Pmod4L_peaks_sphere_bin_corr_map.nii.gz
